"year","team","name","salary","playerID"
2021,"oakland-athletics","Aramis Garcia",575500,605244
2021,"oakland-athletics","Sean Murphy",575500,669221
2021,"oakland-athletics","Cole Irvin",573000,608344
2021,"oakland-athletics","Seth Brown",552060,664913
2021,"oakland-athletics","Deolis Guerra",545926,500610
2021,"oakland-athletics","James Kaprielian",441648,621076
2021,"oakland-athletics","Skye Bolt",374174,621450
2021,"oakland-athletics","Sam Moll",282164,0
2021,"oakland-athletics","Jacob Wilson",266829,0
2021,"oakland-athletics","Trevor Rosenthal",11000000,572096
2019,"philadelphia-phillies","Jean Segura",14950000,516416
2019,"philadelphia-phillies","Bryce Harper",11538462,547180
2019,"philadelphia-phillies","Juan Nicasio",9250000,504379
2019,"philadelphia-phillies","Jason Vargas",8000000,450306
2019,"philadelphia-phillies","Cesar Hernandez",7750000,514917
2019,"philadelphia-phillies","Realmuto",5900000,0
2019,"philadelphia-phillies","Maikel Franco",5200000,596748
2019,"philadelphia-phillies","Aaron Nola",4500000,605400
2019,"philadelphia-phillies","Vincent Velasquez",2249000,0
2019,"philadelphia-phillies","Jose Alvarez",1925000,501625
2019,"philadelphia-phillies","Hector Neris",1800000,593576
2019,"philadelphia-phillies","Scott Kingery",1500000,664068
2019,"philadelphia-phillies","Jay Bruce",1000000,457803
2019,"philadelphia-phillies","Zach Eflin",590000,621107
2019,"philadelphia-phillies","Rhys Hoskins",575000,656555
2019,"philadelphia-phillies","Andrew Knapp",565000,595284
2019,"philadelphia-phillies","Jared Hughes",525550,453172
2019,"philadelphia-phillies","Edubray Ramos",474782,591693
2019,"philadelphia-phillies","Sean Rodriguez",474456,446481
2019,"philadelphia-phillies","Nick Pivetta",440455,601713
2019,"philadelphia-phillies","Ranger Suarez",334208,624133
2019,"philadelphia-phillies","Nick Williams",333828,608384
2019,"philadelphia-phillies","Brad Miller",322272,543543
2019,"philadelphia-phillies","Adam Haseley",304368,656514
2019,"philadelphia-phillies","Logan Morrison",252672,489149
2019,"philadelphia-phillies","Philip Gosselin",250656,0
2020,"philadelphia-phillies","Bryce Harper",11168092,547180
2020,"philadelphia-phillies","Zack Wheeler",7962963,554430
2020,"philadelphia-phillies","Andrew McCutchen",6296296,457705
2020,"philadelphia-phillies","Jean Segura",5877778,516416
2020,"philadelphia-phillies","Didi Gregorius",5185185,544369
2020,"philadelphia-phillies","Realmuto",3703704,0
2020,"philadelphia-phillies","Brandon Workman",3500000,519443
2020,"philadelphia-phillies","Aaron Nola",3462963,605400
2020,"philadelphia-phillies","Hector Neris",1814815,593576
2020,"philadelphia-phillies","Jay Bruce",1648148,457803
2020,"philadelphia-phillies","Vincent Velasquez",1333333,0
2020,"philadelphia-phillies","Zach Eflin",972222,621107
2020,"philadelphia-phillies","Scott Kingery",805556,664068
2020,"philadelphia-phillies","Adam Morgan",583333,605388
2020,"philadelphia-phillies","David Phelps",555480,475479
2020,"philadelphia-phillies","Tommy Hunter",314815,488984
2020,"philadelphia-phillies","Andrew Knapp",262963,595284
2020,"philadelphia-phillies","Philip Gosselin",212963,0
2020,"philadelphia-phillies","Adam Haseley",210926,656514
2020,"philadelphia-phillies","Roman Quinn",210741,596451
2020,"philadelphia-phillies","Ranger Suarez",182758,624133
2020,"philadelphia-phillies","Spencer Howard",155750,675921
2020,"philadelphia-phillies","Blake Parker",149520,453284
2020,"philadelphia-phillies","Alec Bohm",143290,664761
2020,"philadelphia-phillies","JoJo Romero",130830,668941
2020,"philadelphia-phillies","David Hale",120802,571735
2021,"philadelphia-phillies","Bryce Harper",27538462,547180
2021,"philadelphia-phillies","Zack Wheeler",22500000,554430
2021,"philadelphia-phillies","Andrew McCutchen",20000000,457705
2021,"philadelphia-phillies","Jean Segura",14850000,516416
2021,"philadelphia-phillies","Didi Gregorius",12750000,544369
2021,"philadelphia-phillies","Realmuto",10000000,0
2021,"philadelphia-phillies","Archie Bradley",6000000,605151
2021,"philadelphia-phillies","Hector Neris",5000000,593576
2021,"philadelphia-phillies","Rhys Hoskins",4800000,656555
2021,"philadelphia-phillies","Zach Eflin",4450000,621107
2021,"philadelphia-phillies","Vincent Velasquez",4000000,0
2021,"philadelphia-phillies","Brad Miller",3500000,543543
2021,"philadelphia-phillies","Brandon Kintzler",3000000,445213
2021,"philadelphia-phillies","Matt Moore",3000000,519043
2021,"philadelphia-phillies","Andrew Knapp",1100000,595284
2021,"philadelphia-phillies","Jose Alvarado",1000000,621237
2021,"philadelphia-phillies","Ronald Torreyes",800000,591720
2021,"philadelphia-phillies","Ranger Suarez",460050,624133
2021,"philadelphia-phillies","Nick Maton",450849,665155
2021,"philadelphia-phillies","Travis Jankowski",386442,608671
2021,"philadelphia-phillies","Lucas Williams",358839,0
2021,"philadelphia-phillies","Enyel De Los Santos",343504,660853
2021,"philadelphia-phillies","Cristopher Sanchez",269896,650911
2021,"philadelphia-phillies","JD Hammer",260695,670456
2021,"philadelphia-phillies","Damon Jones",260695,676103
2021,"philadelphia-phillies","Mauricio Llovera",257628,661440
2019,"pittsburgh-pirates","Starling Marte",10333334,516782
2019,"pittsburgh-pirates","Keone Kela",3175000,605309
2019,"pittsburgh-pirates","Francisco Liriano",1800000,434538
2019,"pittsburgh-pirates","Melky Cabrera",1150000,466320
2019,"pittsburgh-pirates","Michael Feliz",648940,593140
2019,"pittsburgh-pirates","Richard Rodriguez",615120,593144
2019,"pittsburgh-pirates","Josh Bell",587000,605137
2019,"pittsburgh-pirates","Adam Frazier",584000,624428
2019,"pittsburgh-pirates","Trevor Williams",584000,592866
2019,"pittsburgh-pirates","Joe Musgrove",582500,605397
2019,"pittsburgh-pirates","Colin Moran",579500,592567
2019,"pittsburgh-pirates","Elias Diaz",578500,553869
2019,"pittsburgh-pirates","Erik Gonzalez",577000,570481
2019,"pittsburgh-pirates","Steven Brault",571465,643230
2019,"pittsburgh-pirates","Kevin Newman",557500,621028
2019,"pittsburgh-pirates","JT Brubaker",555000,664141
2019,"pittsburgh-pirates","Jacob Stallings",536664,607732
2019,"pittsburgh-pirates","Jose Osuna",502529,591741
2019,"pittsburgh-pirates","Bryan Reynolds",486392,668804
2019,"pittsburgh-pirates","Chris Stratton",430191,608717
2019,"pittsburgh-pirates","Clay Holmes",423728,605280
2019,"pittsburgh-pirates","Pablo Reyes",291840,622569
2019,"pittsburgh-pirates","Geoff Hartlieb",274528,664129
2019,"pittsburgh-pirates","Cole Tucker",235736,657061
2019,"pittsburgh-pirates","Dario Agrazal",217832,642607
2019,"pittsburgh-pirates","Dovydas Neverauskas",204953,596720
2020,"pittsburgh-pirates","Gregory Polanco",3562963,570256
2020,"pittsburgh-pirates","Josh Bell",1777778,605137
2020,"pittsburgh-pirates","Trevor Williams",1046296,592866
2020,"pittsburgh-pirates","Adam Frazier",1037037,624428
2020,"pittsburgh-pirates","Joe Musgrove",1037037,605397
2020,"pittsburgh-pirates","Derek Holland",370370,502706
2020,"pittsburgh-pirates","Riddle",314815,0
2020,"pittsburgh-pirates","Chad Kuhl",311111,641771
2020,"pittsburgh-pirates","Erik Gonzalez",268519,570481
2020,"pittsburgh-pirates","Richard Rodriguez",234630,593144
2020,"pittsburgh-pirates","Colin Moran",219815,592567
2020,"pittsburgh-pirates","Steven Brault",218704,643230
2020,"pittsburgh-pirates","Bryan Reynolds",218333,668804
2020,"pittsburgh-pirates","Chris Stratton",217963,608717
2020,"pittsburgh-pirates","Mitch Keller",213889,656605
2020,"pittsburgh-pirates","John Ryan Murphy",212963,571974
2020,"pittsburgh-pirates","Dovydas Neverauskas",211852,596720
2020,"pittsburgh-pirates","JT Brubaker",208704,664141
2020,"pittsburgh-pirates","Nik Turley",208704,543867
2020,"pittsburgh-pirates","Geoff Hartlieb",193130,664129
2020,"pittsburgh-pirates","Sam Howard",177555,607572
2020,"pittsburgh-pirates","Jose Osuna",159691,591741
2020,"pittsburgh-pirates","Nicholas Tropeano",114444,0
2020,"pittsburgh-pirates","Ke",84105,0
2020,"pittsburgh-pirates","Bryan Hayes",52955,0
2020,"pittsburgh-pirates","Austin Davis",40495,656354
2021,"pittsburgh-pirates","Adam Frazier",4300000,624428
2021,"pittsburgh-pirates","Tyler Anderson",2500000,542881
2021,"pittsburgh-pirates","Chad Kuhl",2130000,641771
2021,"pittsburgh-pirates","Richard Rodriguez",1700000,593144
2021,"pittsburgh-pirates","Jacob Stallings",1300000,607732
2021,"pittsburgh-pirates","Ben Gamel",1177490,592325
2021,"pittsburgh-pirates","Chasen Shreve",1169425,592741
2021,"pittsburgh-pirates","Chris Stratton",1100000,608717
2021,"pittsburgh-pirates","Wilmer Difo",849408,594694
2021,"pittsburgh-pirates","Kyle Crick",800000,605195
2021,"pittsburgh-pirates","Clay Holmes",650000,605280
2021,"pittsburgh-pirates","Bryan Reynolds",601000,668804
2021,"pittsburgh-pirates","Kevin Newman",598000,621028
2021,"pittsburgh-pirates","Michael Perez",591500,605421
2021,"pittsburgh-pirates","JT Brubaker",590500,664141
2021,"pittsburgh-pirates","Ke",589500,0
2021,"pittsburgh-pirates","Bryan Hayes",579000,0
2021,"pittsburgh-pirates","David Bednar",575000,670280
2021,"pittsburgh-pirates","Sam Howard",518404,607572
2021,"pittsburgh-pirates","Austin Davis",481416,656354
2021,"pittsburgh-pirates","Wil Crowe",386442,640444
2021,"pittsburgh-pirates","Chase De Jong",325102,608328
2021,"pittsburgh-pirates","Cole Tucker",312834,657061
2021,"pittsburgh-pirates","Kyle Keller",288298,664918
2021,"pittsburgh-pirates","Rodolfo Castro",288298,666801
2021,"pittsburgh-pirates","Jared Oliva",276480,666931
2019,"san-diego-padres","Eric Hosmer",21000000,543333
2019,"san-diego-padres","Manny Machado",12000000,592518
2019,"san-diego-padres","Garrett Richards",7000000,572070
2019,"san-diego-padres","Wil Myers",5500000,571976
2019,"san-diego-padres","Kirby Yates",3062500,489446
2019,"san-diego-padres","Craig Stammen",2250000,489334
2019,"san-diego-padres","Austin Hedges",2060000,595978
2019,"san-diego-padres","Robbie Erlin",1450000,572362
2019,"san-diego-padres","Travis Jankowski",1165000,608671
2019,"san-diego-padres","Greg Garcia",910000,594824
2019,"san-diego-padres","Hunter Renfroe",582100,592669
2019,"san-diego-padres","Matthew Strahm",581700,0
2019,"san-diego-padres","Manuel Margot",577100,622534
2019,"san-diego-padres","Dinelson Lamet",566700,659275
2019,"san-diego-padres","Joey Lucchesi",565100,664192
2019,"san-diego-padres","Eric Lauer",562500,641778
2019,"san-diego-padres","Anderson Espinoza",555000,0
2019,"san-diego-padres","Edward Olivares",555000,658668
2019,"san-diego-padres","Chris Paddack",525184,663978
2019,"san-diego-padres","Francisco Mejia",508470,642336
2019,"san-diego-padres","Trey Wingenter",500332,622259
2019,"san-diego-padres","Luis Perdomo",435664,606131
2019,"san-diego-padres","Cal Quantrill",390904,615698
2019,"san-diego-padres","Josh Naylor",352112,647304
2019,"san-diego-padres","Nick Margevicius",304368,676606
2019,"san-diego-padres","Austin Allen",298400,664119
2020,"san-diego-padres","Manny Machado",13111111,592518
2020,"san-diego-padres","Wil Myers",9907407,571976
2020,"san-diego-padres","Eric Hosmer",8407407,543333
2020,"san-diego-padres","Garrett Richards",3889148,572070
2020,"san-diego-padres","Drew Pomeranz",3481481,519141
2020,"san-diego-padres","Tommy Pham",2925926,502054
2020,"san-diego-padres","Jurickson Profar",2111111,595777
2020,"san-diego-padres","Zach Davies",1944444,605200
2020,"san-diego-padres","Craig Stammen",1666481,489334
2020,"san-diego-padres","Jason Castro",1098114,488771
2020,"san-diego-padres","Pierce Johnson",925741,572955
2020,"san-diego-padres","Mike Clevinger",634592,605182
2020,"san-diego-padres","Greg Garcia",555556,594824
2020,"san-diego-padres","Matthew Strahm",518519,0
2020,"san-diego-padres","Dinelson Lamet",481481,659275
2020,"san-diego-padres","Mitch Moreland",400780,519048
2020,"san-diego-padres","Trevor Rosenthal",331680,572096
2020,"san-diego-padres","Fernando Tatis Jr",219185,0
2020,"san-diego-padres","Emilio Pagan",218889,641941
2020,"san-diego-padres","Chris Paddack",217963,663978
2020,"san-diego-padres","Tim Hill",216944,657612
2020,"san-diego-padres","Trent Grisham",209926,663757
2020,"san-diego-padres","Jake Cronenworth",208704,630105
2020,"san-diego-padres","Jorge Mateo",208704,622761
2020,"san-diego-padres","Adrian Morejon",127715,670970
2020,"san-diego-padres","Dan Altavilla",91930,656186
2021,"san-diego-padres","Manny Machado",32000000,592518
2021,"san-diego-padres","Wil Myers",22500000,571976
2021,"san-diego-padres","Eric Hosmer",21000000,543333
2021,"san-diego-padres","Tommy Pham",8900000,502054
2021,"san-diego-padres","Ha",7000000,0
2021,"san-diego-padres","Joe Musgrove",4450000,605397
2021,"san-diego-padres","Jurickson Profar",4333333,595777
2021,"san-diego-padres","Craig Stammen",4000000,489334
2021,"san-diego-padres","Pierce Johnson",2000000,572955
2021,"san-diego-padres","Mark Melancon",2000000,453343
2021,"san-diego-padres","Fernando Tatis Jr",1714285,0
2021,"san-diego-padres","Emilio Pagan",1570000,641941
2021,"san-diego-padres","Victor Caratini",1300000,605170
2021,"san-diego-padres","Chris Paddack",610900,663978
2021,"san-diego-padres","Tim Hill",596000,657612
2021,"san-diego-padres","Trent Grisham",589200,663757
2021,"san-diego-padres","Jake Cronenworth",584900,630105
2021,"san-diego-padres","Austin Adams",580200,542866
2021,"san-diego-padres","Jorge Mateo",571800,622761
2021,"san-diego-padres","Ryan Weathers",524628,677960
2021,"san-diego-padres","Nabil Crismatt",509490,622503
2021,"san-diego-padres","Miguel Diaz",438581,622766
2021,"san-diego-padres","Webster Rivas",392576,593590
2021,"san-diego-padres","Brian O",391440,0
2021,"san-diego-padres","Grady",282164,0
2021,"san-diego-padres","James Norwood",269896,656803
2019,"san-francisco-giants","Buster Posey",22177777,457763
2019,"san-francisco-giants","Johnny Cueto",21000000,456501
2019,"san-francisco-giants","Jeff Samardzija",19800000,502188
2019,"san-francisco-giants","Brandon Belt",17200000,474832
2019,"san-francisco-giants","Brandon Crawford",15200000,543063
2019,"san-francisco-giants","Evan Longoria",12500000,446334
2019,"san-francisco-giants","Madison Bumgarner",12000000,518516
2019,"san-francisco-giants","Kevin Pillar",5644085,607680
2019,"san-francisco-giants","Will Smith",4225000,519293
2019,"san-francisco-giants","Melvin Adon",555000,0
2019,"san-francisco-giants","Joe McCarthy",555000,663411
2019,"san-francisco-giants","Ricardo Pinto",555000,620982
2019,"san-francisco-giants","Kyle Barraclough",482248,607457
2019,"san-francisco-giants","Stephen Vogt",453568,519390
2019,"san-francisco-giants","Donovan Solano",429696,456781
2019,"san-francisco-giants","Shaun Anderson",414776,641312
2019,"san-francisco-giants","Dereck Rodriguez",392210,605446
2019,"san-francisco-giants","Mike Yastrzemski",381952,573262
2019,"san-francisco-giants","Tyler Beede",358080,595881
2019,"san-francisco-giants","Alex Dickerson",301384,543105
2019,"san-francisco-giants","Austin Slater",271544,596103
2019,"san-francisco-giants","Sam Coonrod",229768,656322
2019,"san-francisco-giants","Fernando Abad",197846,472551
2019,"san-francisco-giants","Jandel Gustave",185008,594311
2019,"san-francisco-giants","Andrew Suarez",182024,605498
2019,"san-francisco-giants","Aramis Garcia",143232,605244
2020,"san-francisco-giants","Johnny Cueto",7777778,456501
2020,"san-francisco-giants","Brandon Belt",7125926,474832
2020,"san-francisco-giants","Brandon Crawford",5755556,543063
2020,"san-francisco-giants","Evan Longoria",5552890,446334
2020,"san-francisco-giants","Kevin Gausman",3333333,592332
2020,"san-francisco-giants","Tony Watson",2592592,453265
2020,"san-francisco-giants","Drew Smyly",1574481,592767
2020,"san-francisco-giants","Wilmer Flores",1111111,527038
2020,"san-francisco-giants","Tyler Anderson",972407,542881
2020,"san-francisco-giants","Trevor Cahill",740741,502239
2020,"san-francisco-giants","Donovan Solano",509259,456781
2020,"san-francisco-giants","Daniel Robertson",379630,621002
2020,"san-francisco-giants","Alex Dickerson",342593,543105
2020,"san-francisco-giants","Wandy Peralta",298148,593974
2020,"san-francisco-giants","Darin Ruf",296296,573131
2020,"san-francisco-giants","Jarlin Garcia",217963,606424
2020,"san-francisco-giants","Austin Slater",213333,596103
2020,"san-francisco-giants","Mike Yastrzemski",211019,573262
2020,"san-francisco-giants","Mauricio Dubon",209861,643289
2020,"san-francisco-giants","Logan Webb",209861,657277
2020,"san-francisco-giants","Tyler Rogers",209167,643511
2020,"san-francisco-giants","Caleb Baragar",208704,670056
2020,"san-francisco-giants","Sam Selman",183785,572125
2020,"san-francisco-giants","Shaun Anderson",137060,641312
2020,"san-francisco-giants","Joey Bart",121485,663698
2020,"san-francisco-giants","Tyler Heineman",105910,623168
2021,"san-francisco-giants","Johnny Cueto",21000000,456501
2021,"san-francisco-giants","Kevin Gausman",18900000,592332
2021,"san-francisco-giants","Brandon Crawford",15200000,543063
2021,"san-francisco-giants","Anthony DeSclafani",6000000,543101
2021,"san-francisco-giants","Donovan Solano",3250000,456781
2021,"san-francisco-giants","Wilmer Flores",3000000,527038
2021,"san-francisco-giants","Alex Wood",3000000,622072
2021,"san-francisco-giants","Alex Dickerson",2100000,543105
2021,"san-francisco-giants","Jake McGee",2000000,459429
2021,"san-francisco-giants","Curt Casali",2000000,592200
2021,"san-francisco-giants","Darin Ruf",1275000,573131
2021,"san-francisco-giants","Austin Slater",1150000,596103
2021,"san-francisco-giants","Jose Alvarez",1050000,501625
2021,"san-francisco-giants","Jarlin Garcia",950000,606424
2021,"san-francisco-giants","John Brebbia",800000,605154
2021,"san-francisco-giants","Mike Yastrzemski",600000,573262
2021,"san-francisco-giants","Tyler Rogers",583000,643511
2021,"san-francisco-giants","Caleb Baragar",495172,670056
2021,"san-francisco-giants","Steven Duggar",490720,621453
2021,"san-francisco-giants","Zack Littell",478452,641793
2021,"san-francisco-giants","LaMonte Wade",414045,0
2021,"san-francisco-giants","Dominic Leone",380308,608678
2021,"san-francisco-giants","Jason Vosler",371107,613564
2021,"san-francisco-giants","Chadwick Tromp",322802,644433
2021,"san-francisco-giants","Thairo Estrada",309767,642731
2021,"san-francisco-giants","Buster Posey",22177777,457763
2019,"seattle-mariners","Felix Hernandez",27857142,433587
2019,"seattle-mariners","Kyle Seager",19500000,572122
2019,"seattle-mariners","Dee Gordon",13300000,0
2019,"seattle-mariners","Yusei Kikuchi",9500000,579328
2019,"seattle-mariners","Wade LeBlanc",2800000,453281
2019,"seattle-mariners","Domingo Santana",1950000,570267
2019,"seattle-mariners","Marco Gonzales",900000,594835
2019,"seattle-mariners","Omar Narvaez",581200,553882
2019,"seattle-mariners","Brandon Brennan",575000,592165
2019,"seattle-mariners","Sam Tuivailala",568600,592815
2019,"seattle-mariners","Dan Vogelbach",558600,0
2019,"seattle-mariners","Tom Murphy",554445,608596
2019,"seattle-mariners","Dylan Moore",552916,664238
2019,"seattle-mariners","Mallex Smith",528700,605480
2019,"seattle-mariners","Crawford",426712,0
2019,"seattle-mariners","Austin Adams",417760,542866
2019,"seattle-mariners","Anthony Bass",393888,542914
2019,"seattle-mariners","Braden Bishop",393888,623323
2019,"seattle-mariners","Tom Milone",393888,0
2019,"seattle-mariners","Erik Swanson",331224,657024
2019,"seattle-mariners","Austin Nola",316304,543592
2019,"seattle-mariners","Dan Altavilla",307352,656186
2019,"seattle-mariners","Matt Wisler",269720,605538
2019,"seattle-mariners","Matt Magill",210770,543483
2019,"seattle-mariners","Timmy Lopes",205896,0
2019,"seattle-mariners","Keon Broxton",199810,542979
2020,"seattle-mariners","Kyle Seager",7537037,572122
2020,"seattle-mariners","Yusei Kikuchi",6685185,579328
2020,"seattle-mariners","Dee Gordon",5300000,0
2020,"seattle-mariners","Yoshihisa Hirano",648149,673633
2020,"seattle-mariners","Kendall Graveman",555556,608665
2020,"seattle-mariners","Evan White",481481,657108
2020,"seattle-mariners","Marco Gonzales",370370,594835
2020,"seattle-mariners","Brandon Brennan",218667,592165
2020,"seattle-mariners","Crawford",213259,0
2020,"seattle-mariners","Erik Swanson",210222,657024
2020,"seattle-mariners","Justus Sheffield",209741,656954
2020,"seattle-mariners","Kyle Lewis",209259,641786
2020,"seattle-mariners","Justin Dunn",209074,643290
2020,"seattle-mariners","Nick Margevicius",208705,676606
2020,"seattle-mariners","Anthony Misiewicz",208704,664948
2020,"seattle-mariners","Yohan Ramirez",208704,670990
2020,"seattle-mariners","Timmy Lopes",175448,0
2020,"seattle-mariners","Joey Gerber",171325,680702
2020,"seattle-mariners","Joseph Odom",155750,641929
2020,"seattle-mariners","Brady Lail",152635,621078
2020,"seattle-mariners","Jose Marmolejos",146405,592530
2020,"seattle-mariners","Ljay Newsome",137060,664714
2020,"seattle-mariners","Ty France",90915,664034
2020,"seattle-mariners","Walker Lockett",84483,621141
2020,"seattle-mariners","Joe Hudson",80990,621529
2020,"seattle-mariners","Phillip Ervin",72910,640447
2021,"seattle-mariners","Kyle Seager",18500000,572122
2021,"seattle-mariners","Yusei Kikuchi",16500000,579328
2021,"seattle-mariners","Marco Gonzales",5250000,594835
2021,"seattle-mariners","Mitch Haniger",3010000,571745
2021,"seattle-mariners","Rafael Montero",2250000,606160
2021,"seattle-mariners","Crawford",2050000,0
2021,"seattle-mariners","Chris Flexen",1700000,623167
2021,"seattle-mariners","Kendall Graveman",1250000,608665
2021,"seattle-mariners","Tom Murphy",875000,608596
2021,"seattle-mariners","Drew Steckenrider",800000,608716
2021,"seattle-mariners","Keynan Middleton",744073,641871
2021,"seattle-mariners","Dylan Moore",590400,664238
2021,"seattle-mariners","Ty France",587500,664034
2021,"seattle-mariners","Shed Long",580500,0
2021,"seattle-mariners","Anthony Misiewicz",578700,664948
2021,"seattle-mariners","Jake Fraley",572100,641584
2021,"seattle-mariners","Hector Santiago",570500,502327
2021,"seattle-mariners","Luis Torrens",502642,620443
2021,"seattle-mariners","Erik Swanson",484586,657024
2021,"seattle-mariners","Chargois",450849,0
2021,"seattle-mariners","Logan Gilbert",438581,669302
2021,"seattle-mariners","Paul Sewald",438581,623149
2021,"seattle-mariners","Jake Bauers",370990,641343
2021,"seattle-mariners","Yohan Ramirez",337370,670990
2021,"seattle-mariners","Cal Raleigh",257628,0
2021,"seattle-mariners","James Paxton",8500000,572020
2019,"st-louis-cardinals","Yadier Molina",20000000,425877
2019,"st-louis-cardinals","Dexter Fowler",16500000,451594
2019,"st-louis-cardinals","Paul Goldschmidt",15500000,502671
2019,"st-louis-cardinals","Matt Carpenter",14750000,572761
2019,"st-louis-cardinals","Carlos Martinez",11700000,593372
2019,"st-louis-cardinals","Andrew Miller",11500000,453192
2019,"st-louis-cardinals","Adam Wainwright",10000000,425794
2019,"st-louis-cardinals","Miles Mikolas",8750000,571945
2019,"st-louis-cardinals","Kolten Wong",6500000,543939
2019,"st-louis-cardinals","Michael Wacha",6350000,608379
2019,"st-louis-cardinals","Paul DeJong",1666666,657557
2019,"st-louis-cardinals","Matt Wieters",1500000,446308
2019,"st-louis-cardinals","Dominic Leone",1260000,608678
2019,"st-louis-cardinals","Jose Martinez",1125000,500874
2019,"st-louis-cardinals","John Gant",571300,607231
2019,"st-louis-cardinals","John Brebbia",569300,605154
2019,"st-louis-cardinals","Jack Flaherty",562100,656427
2019,"st-louis-cardinals","Dakota Hudson",559100,641712
2019,"st-louis-cardinals","Adolis Garcia",555000,666969
2019,"st-louis-cardinals","Austin Gomber",555000,596295
2019,"st-louis-cardinals","Ramon Urias",555000,602104
2019,"st-louis-cardinals","Yairo Munoz",540938,622168
2019,"st-louis-cardinals","Giovanny Gallegos",522200,606149
2019,"st-louis-cardinals","Harrison Bader",509876,664056
2019,"st-louis-cardinals","Tyler Webb",492360,643778
2019,"st-louis-cardinals","Mike Mayers",478898,594577
2020,"st-louis-cardinals","Paul Goldschmidt",12148148,502671
2020,"st-louis-cardinals","Yadier Molina",7407407,425877
2020,"st-louis-cardinals","Dexter Fowler",7370370,451594
2020,"st-louis-cardinals","Matt Carpenter",6851852,572761
2020,"st-louis-cardinals","Andrew Miller",4296259,453192
2020,"st-louis-cardinals","Kolten Wong",3796296,543939
2020,"st-louis-cardinals","Adam Wainwright",2962963,425794
2020,"st-louis-cardinals","Kwang",1481481,0
2020,"st-louis-cardinals","Brad Miller",740741,543543
2020,"st-louis-cardinals","Matt Wieters",740741,446308
2020,"st-louis-cardinals","Paul DeJong",722222,657557
2020,"st-louis-cardinals","Jack Flaherty",223889,656427
2020,"st-louis-cardinals","Harrison Bader",218556,664056
2020,"st-louis-cardinals","Giovanny Gallegos",215704,606149
2020,"st-louis-cardinals","Tommy Edman",215481,669242
2020,"st-louis-cardinals","Tyler Webb",213259,643778
2020,"st-louis-cardinals","Tyler O",212370,0
2020,"st-louis-cardinals","Neill",211111,0
2020,"st-louis-cardinals","Austin Gomber",210741,596295
2020,"st-louis-cardinals","Ryan Helsley",209630,664854
2020,"st-louis-cardinals","Rangel Ravelo",208704,592660
2020,"st-louis-cardinals","Austin Dean",208704,621573
2020,"st-louis-cardinals","Kodi Whitley",186900,676831
2020,"st-louis-cardinals","Jake Woodford",171666,663765
2020,"st-louis-cardinals","Alexander Reyes",168210,0
2020,"st-louis-cardinals","Genesis Cabrera",140175,650893
2021,"st-louis-cardinals","Paul Goldschmidt",26000000,502671
2021,"st-louis-cardinals","Nolan Arenado",20570500,571448
2021,"st-louis-cardinals","Matt Carpenter",18500000,572761
2021,"st-louis-cardinals","Andrew Miller",12000000,453192
2021,"st-louis-cardinals","Yadier Molina",9000000,425877
2021,"st-louis-cardinals","Adam Wainwright",8000000,425794
2021,"st-louis-cardinals","Paul DeJong",4166666,657557
2021,"st-louis-cardinals","Kwang",4000000,0
2021,"st-louis-cardinals","John Gant",2100000,607231
2021,"st-louis-cardinals","Harrison Bader",2000000,664056
2021,"st-louis-cardinals","Alexander Reyes",900000,0
2021,"st-louis-cardinals","Tommy Edman",596000,669242
2021,"st-louis-cardinals","Tyler O",594700,0
2021,"st-louis-cardinals","Neill",594500,0
2021,"st-louis-cardinals","Giovanny Gallegos",582300,606149
2021,"st-louis-cardinals","Ryan Helsley",580900,664854
2021,"st-louis-cardinals","Genesis Cabrera",579200,650893
2021,"st-louis-cardinals","Andrew Knizner",577100,668800
2021,"st-louis-cardinals","Dylan Carlson",575900,666185
2021,"st-louis-cardinals","Edmundo Sosa",414045,624641
2021,"st-louis-cardinals","Junior Fernandez",389509,658551
2021,"st-louis-cardinals","Jose Rondon",331236,602922
2021,"st-louis-cardinals","Wade LeBlanc",297499,453281
2021,"st-louis-cardinals","Lars Nootbaar",297499,0
2021,"st-louis-cardinals","Brandon Waddell",282164,663399
2021,"st-louis-cardinals","Justin Miller",263762,502522
2019,"tampa-bay-rays","Charlie Morton",15000000,450203
2019,"tampa-bay-rays","Kevin Kiermaier",8166666,595281
2019,"tampa-bay-rays","Avisail Garcia",4500000,541645
2019,"tampa-bay-rays","Mike Zunino",4447500,572287
2019,"tampa-bay-rays","Tommy Pham",4100000,502054
2019,"tampa-bay-rays","Matt Duffy",2675000,622110
2019,"tampa-bay-rays","Blake Snell",1600000,605483
2019,"tampa-bay-rays","Chaz Roe",1275000,475054
2019,"tampa-bay-rays","Brandon Lowe",1000000,664040
2019,"tampa-bay-rays","Ji",850000,0
2019,"tampa-bay-rays","Guillermo Heredia",723088,628338
2019,"tampa-bay-rays","Joe Wendle",570400,0
2019,"tampa-bay-rays","Tyler Glasnow",566700,607192
2019,"tampa-bay-rays","Willy Adames",562400,642715
2019,"tampa-bay-rays","Yonny Chirinos",561800,630023
2019,"tampa-bay-rays","Diego Castillo",561500,650895
2019,"tampa-bay-rays","Yandy Diaz",558400,650490
2019,"tampa-bay-rays","Austin Meadows",557400,640457
2019,"tampa-bay-rays","Jalen Beeks",502656,656222
2019,"tampa-bay-rays","Emilio Pagan",492360,641941
2019,"tampa-bay-rays","Anthony Banda",446106,607455
