,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
0,0.625,0.0,0.4,0.30726256983240224,0.32006369426751596,0.14754098360655737,0.23369565217391303,0.2558139534883721,0.0,0.29268292682926833,0.3089430894308943,0.0,0.0,0.15555555555555556,0.42857142857142855,0.0,0.13636363636363635,0.0,0.2222222222222222,0.38095238095238093,0.24193761799576308,0.22115619024902222,0.46979498949604725,0.3698234674285389,0.23871568171242438,0.12733930869192409,0.27340029799863524,0.0,0.3959710210579078,0.08235294117647057,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1,0.5625,0.0,0.9933333333333335,0.9064245810055865,0.9044585987261147,0.7868852459016393,0.8152173913043478,0.5581395348837209,0.125,0.8292682926829269,0.7642276422764228,0.125,0.125,0.8444444444444444,1.0,0.18181818181818182,0.09090909090909091,0.0,0.3333333333333333,0.5238095238095237,0.5266578703243505,0.6441326503312943,0.6094757950625642,0.6550902998666229,0.8413931345527437,0.5260569370830704,0.5922538906322128,0.0,0.634579976944548,0.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2,0.1875,0.0,0.42,0.30307262569832405,0.3136942675159236,0.11475409836065575,0.18478260869565216,0.18604651162790697,0.125,0.0,0.0975609756097561,0.041666666666666664,0.125,0.12222222222222223,0.42857142857142855,0.09090909090909091,0.2727272727272727,0.18181818181818182,0.1111111111111111,0.38095238095238093,0.03998280739472082,0.05359216805724576,0.0,0.0,0.1636539356409063,0.02928082873871709,0.0037384714135579797,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3,0.125,0.0,0.4333333333333334,0.35893854748603354,0.3885350318471338,0.22131147540983606,0.33695652173913043,0.23255813953488375,0.5,0.14634146341463417,0.1869918699186992,0.0,0.0,0.06666666666666667,0.3354037267080745,0.09090909090909091,0.13636363636363635,0.0,0.4444444444444444,0.38095238095238093,0.44722568846176647,0.24213435021819474,0.3825218976790855,0.3140761370421691,0.2649890825786591,0.11821804182922196,0.004151821616372054,0.0,0.33929106474454807,0.16470588235294115,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
4,0.0625,0.0,0.12000000000000001,0.06843575418994413,0.07165605095541401,0.02459016393442623,0.07065217391304347,0.11627906976744186,0.0,0.0,0.00813008130081301,0.0,0.0,0.0,0.11180124223602483,0.0,0.045454545454545456,0.2727272727272727,0.0,0.0,0.43505113138787266,0.25231910921254386,0.24689479316841867,0.19610672344282343,0.04821562802018828,0.027017921669135164,0.00020344791656038298,1.0,0.2439459109739811,0.1411764705882353,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
5,0.6875,0.0,0.9066666666666667,0.8254189944134078,0.8487261146496815,0.6065573770491803,0.7663043478260869,0.6744186046511628,0.0,0.2682926829268293,0.36585365853658536,0.75,1.0,0.5333333333333333,0.6273291925465838,0.0,0.2727272727272727,0.0,0.4444444444444444,0.6666666666666666,0.5275242083270955,0.5321215265873598,0.36080773940342936,0.45157991120103136,0.6682535705337008,0.2994204561644641,0.5738956534805826,0.0,0.4174345012036972,0.3529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
6,0.3125,0.0,0.3066666666666667,0.2416201117318436,0.25636942675159236,0.22131147540983606,0.25,0.18604651162790697,0.0,0.0975609756097561,0.14634146341463417,0.0,0.0,0.03333333333333334,0.018633540372670808,0.0,0.2272727272727273,0.0,0.4444444444444444,0.2857142857142857,0.5757896085980201,0.3937074823255762,0.3777197885815361,0.3843930445835949,0.19168128288649458,0.1147476478696185,0.013560708023484937,1.0,0.384898020481086,0.18823529411764706,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
7,0.4375,0.0,0.6066666666666668,0.5488826815642458,0.5875796178343949,0.3770491803278689,0.5434782608695652,0.4186046511627907,0.0,0.17073170731707318,0.3008130081300813,0.41666666666666663,0.25,0.24444444444444444,0.19875776397515527,0.09090909090909091,0.09090909090909091,0.0,0.0,1.0,0.5500656707191265,0.44717462232141614,0.34269034231132545,0.3986502024651105,0.43000322153416615,0.19961439549284365,0.49563158983415906,0.0,0.37674019688810556,0.4235294117647058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
8,0.375,0.0,0.10666666666666667,0.06005586592178771,0.06528662420382166,0.05737704918032787,0.05434782608695653,0.0,0.0,0.024390243902439025,0.01626016260162602,0.0,0.0,0.01111111111111111,0.055900621118012424,0.0,0.0,0.09090909090909091,0.0,0.09523809523809523,0.27318484773458107,0.11168577115162637,0.12020674840111523,0.08211226564468521,0.03611697748505566,0.01283591770076636,0.0029351536047229603,0.0,0.10624727063888584,0.16470588235294115,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
9,0.0625,0.0,0.3666666666666667,0.2946927374301676,0.30732484076433125,0.2377049180327869,0.2934782608695652,0.3023255813953489,0.0,0.12195121951219512,0.1869918699186992,0.16666666666666666,0.0,0.13333333333333333,0.3416149068322981,0.09090909090909091,0.2272727272727273,0.09090909090909091,0.0,0.3333333333333333,0.5609471322692248,0.5261664803542412,0.4195111066937848,0.4817087150665006,0.25049217883094105,0.17089039546496432,0.004959120263999955,0.0,0.45820160938596477,0.27058823529411763,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
